text,source,label,tokens,lda_topic
"8-   Forensic Paternity Test 
http://www.dnaplus.com/forsensic_paternity_test.htm 
While we recommend using swab, hair, or even blood samples for paternity testing, we 
understand it is not always possible to obtain these types of samples for logistical or 
confidentiality reasons. 
That's why we offer a complete forensic paternity testing service. Submitting a forensic 
sample allows you to test a person's DNA without them knowing - making this test 100% 
discreet. You can choose to send a forensic sample for every tested person or just one. It's 
your choice. 
Examples of forensic samples include, but are not limited to:",forensic,forensic,"['forensic', 'paternity', 'test', 'http', 'recommend', 'using', 'swab', 'hair', 'even', 'blood', 'samples', 'paternity', 'testing', 'understand', 'always', 'possible', 'obtain', 'types', 'samples', 'logistical', 'confidentiality', 'reasons', 'offer', 'complete', 'forensic', 'paternity', 'testing', 'service', 'submitting', 'forensic', 'sample', 'allows', 'test', 'person', 'dna', 'without', 'knowing', 'making', 'test', 'discreet', 'choose', 'send', 'forensic', 'sample', 'every', 'tested', 'person', 'one', 'choice', 'examples', 'forensic', 'samples', 'include', 'limited']",1
"Two samples can be tested and compared to see if they came from the same person. 
14- India’s first private DNA Forensics Lab in Gurgaon 
http://www.thehindu.com/todays-paper/tp-national/indias-first-private-dna-forensics-lab-in-
gurgaon/article4972204.ece 
Global biotechnology company Life Technologies has launched India’s first private DNA 
forensics laboratory here, which is expected to accelerate sampling process, thus reducing the 
burden on existing forensic laboratories.",forensic,forensic,"['two', 'samples', 'tested', 'compared', 'see', 'came', 'person', 'india', 'first', 'private', 'dna', 'forensics', 'lab', 'gurgaon', 'http', 'global', 'biotechnology', 'company', 'life', 'technologies', 'launched', 'india', 'first', 'private', 'dna', 'forensics', 'laboratory', 'expected', 'accelerate', 'sampling', 'process', 'thus', 'reducing', 'burden', 'existing', 'forensic', 'laboratories']",2
"• 
The person the mother identifies as the father of the infant is twenty-one (21) years of 
age or older; or",forensic,forensic,"['person', 'mother', 'identifies', 'father', 'infant', 'years', 'age', 'older']",3
"“It’s also the primary technology used for performing paternity and kinship testing,” Altomare 
added 
The Life Forensics Laboratory will meet international standards for DNA testing.",forensic,forensic,"['also', 'primary', 'technology', 'used', 'performing', 'paternity', 'kinship', 'testing', 'altomare', 'added', 'life', 'forensics', 'laboratory', 'meet', 'international', 'standards', 'dna', 'testing']",0
"• 
The person the mother identifies as the father of the infant disputes his fatherhood;",forensic,forensic,"['person', 'mother', 'identifies', 'father', 'infant', 'disputes', 'fatherhood']",3
"If only one of the grandparents is available for testing, it is highly recommended that the 
mother provide a sample as well. Each time a person is removed from the test (i.e. 
grandparent or mother), the genetic evidence for or against kinship decreases, and can yield a",forensic,forensic,"['one', 'grandparents', 'available', 'testing', 'highly', 'recommended', 'mother', 'provide', 'sample', 'well', 'time', 'person', 'removed', 'test', 'grandparent', 'mother', 'genetic', 'evidence', 'kinship', 'decreases', 'yield']",2
"• 
Put the needle into the vein. More than one needle stick may be needed.",forensic,forensic,"['put', 'needle', 'vein', 'one', 'needle', 'stick', 'may', 'needed']",0
"The DNA molecules are then split at particular locations to separate them into known 'chunks' 
and the code at those specific points is analysed to create a DNA fingerprint. The fingerprints 
from the two different samples are then compared to see if they match. 
How accurate are DNA tests? 
The accuracy of DNA tests has big implications. DNA tests are sometimes the only evidence 
to prove that a suspect was involved in a crime, or free someone who has been wrongly 
convicted. 
It is easy to tell if DNA from two biological samples does not match. But a match doesn't 
make you totally certain that the two samples come from the same person.  
There is always a small chance that two different people's genetic markers could be the same, 
especially if they are related.  
To reduce the chance of error, scientists test more than one genetic marker. The more 
identical markers there are in two samples, the more accurate the test.  
However, testing more markers takes more time and is more expensive. Forensic DNA tests 
usually examine six to ten markers. The chances that two unrelated people have identical 
profiles is less than one in one billion. 
4- New genetic tools for differentiating ""identical"" twins: Eurofins develops first 
DNA test for forensic and paternity testing of twins  
http://online.wsj.com/article/PR-CO-20131210-900237.html 
Eurofins Scientific (EUFI.PA), one of the global leaders in Genomics Services, announces a 
research breakthrough in genetic discrimination between identical monozygotic twins.  
Until now science has accepted the fact that monozygotic twins - also called ""identical"" twins 
from one fertilized ovum - could not be genetically discriminated. Even though there were 
theoretical considerations that monozygotic twins are not fully identical in their genome, no 
tools existed for forensic DNA fingerprinting in crime or paternity cases.  
This has changed now. Eurofins, the European leader in genomic services, forensics and 
paternity tests, has successfully completed a genetic and forensic research project on twins. 
Based on the results Eurofins has developed the world's first test to identify genetic 
differences between identical twins. These tests can now be used by authorities, courts and 
medicine to solve cases involving monozygotic twins as originator of DNA traces in crime, or 
as alleged parents.  
Building on the long forensics and genomics expertise of Eurofins, the scientists used the 
unique combination of leading labs available at Eurofins to look at the differences in the 
genome of identical twins. For this purpose they applied Eurofins' advanced sequencing and 
bioinformatics technologies. Genome sequencing",forensic,forensic,"['dna', 'molecules', 'split', 'particular', 'locations', 'separate', 'known', 'code', 'specific', 'points', 'analysed', 'create', 'dna', 'fingerprint', 'fingerprints', 'two', 'different', 'samples', 'compared', 'see', 'match', 'accurate', 'dna', 'tests', 'accuracy', 'dna', 'tests', 'big', 'implications', 'dna', 'tests', 'sometimes', 'evidence', 'prove', 'suspect', 'involved', 'crime', 'free', 'someone', 'wrongly', 'convicted', 'easy', 'tell', 'dna', 'two', 'biological', 'samples', 'match', 'match', 'make', 'totally', 'certain', 'two', 'samples', 'come', 'person', 'always', 'small', 'chance', 'two', 'different', 'people', 'genetic', 'markers', 'could', 'especially', 'related', 'reduce', 'chance', 'error', 'scientists', 'test', 'one', 'genetic', 'marker', 'identical', 'markers', 'two', 'samples', 'accurate', 'test', 'however', 'testing', 'markers', 'takes', 'time', 'expensive', 'forensic', 'dna', 'tests', 'usually', 'examine', 'six', 'ten', 'markers', 'chances', 'two', 'unrelated', 'people', 'identical', 'profiles', 'less', 'one', 'one', 'billion', 'new', 'genetic', 'tools', 'differentiating', 'identical', 'twins', 'eurofins', 'develops', 'first', 'dna', 'test', 'forensic', 'paternity', 'testing', 'twins', 'http', 'eurofins', 'scientific', 'one', 'global', 'leaders', 'genomics', 'services', 'announces', 'research', 'breakthrough', 'genetic', 'discrimination', 'identical', 'monozygotic', 'twins', 'science', 'accepted', 'fact', 'monozygotic', 'twins', 'also', 'called', 'identical', 'twins', 'one', 'fertilized', 'ovum', 'could', 'genetically', 'discriminated', 'even', 'though', 'theoretical', 'considerations', 'monozygotic', 'twins', 'fully', 'identical', 'genome', 'tools', 'existed', 'forensic', 'dna', 'fingerprinting', 'crime', 'paternity', 'cases', 'changed', 'eurofins', 'european', 'leader', 'genomic', 'services', 'forensics', 'paternity', 'tests', 'successfully', 'completed', 'genetic', 'forensic', 'research', 'project', 'twins', 'based', 'results', 'eurofins', 'developed', 'world', 'first', 'test', 'identify', 'genetic', 'differences', 'identical', 'twins', 'tests', 'used', 'authorities', 'courts', 'medicine', 'solve', 'cases', 'involving', 'monozygotic', 'twins', 'originator', 'dna', 'traces', 'crime', 'alleged', 'parents', 'building', 'long', 'forensics', 'genomics', 'expertise', 'eurofins', 'scientists', 'used', 'unique', 'combination', 'leading', 'labs', 'available', 'eurofins', 'look', 'differences', 'genome', 'identical', 'twins', 'purpose', 'applied', 'eurofins', 'advanced', 'sequencing', 'bioinformatics', 'technologies', 'genome', 'sequencing']",1
"“The opening of a laboratory shows strong commitment by Life Technologies to partner with 
Government agencies in this vital area. I am sure this lab would bring more efficiency and 
improve the available forensic capabilities.” said Dr J R Gaur Principal Scientific Officer",forensic,forensic,"['opening', 'laboratory', 'shows', 'strong', 'commitment', 'life', 'technologies', 'partner', 'government', 'agencies', 'vital', 'area', 'sure', 'lab', 'would', 'bring', 'efficiency', 'improve', 'available', 'forensic', 'said', 'dr', 'j', 'r', 'gaur', 'principal', 'scientific', 'officer']",1
"2- DNA Fingerprinting 
DNA fingerprinting is a test to identify and evaluate the genetic information—called DNA",forensic,forensic,"['dna', 'fingerprinting', 'dna', 'fingerprinting', 'test', 'identify', 'evaluate', 'genetic', 'dna']",1
"The accuracy of paternity tests results have a probability of paternity greater than 99.0% with 
an average of 99.5%. If after a standard test the probability is less than 99.0% *additional 
alleles are used to achieve a greater probability of paternity.",forensic,forensic,"['accuracy', 'paternity', 'tests', 'results', 'probability', 'paternity', 'greater', 'average', 'standard', 'test', 'probability', 'less', 'additional', 'alleles', 'used', 'achieve', 'greater', 'probability', 'paternity']",1
"“We need a good lab that can take a scientific sample and give us an analysis that provides a 
likelihood of paternity,” Garcia said. “You can claim to be a citizen if you can show that your 
parent is a citizen and lived in the U.S. for a time before your birth. If there isn't a record to 
prove the birth, maybe you can provide it through DNA.” 
This aspect of the company's business needs better marketing, Salih said, to let prospective 
customers know that governmental agencies won't accept the results of a test from a 
nonaccredited lab. 
The cost of DNA Reference's tests range from $175 for a home paternity kit to as much as",forensic,forensic,"['need', 'good', 'lab', 'take', 'scientific', 'sample', 'give', 'us', 'analysis', 'provides', 'likelihood', 'paternity', 'garcia', 'said', 'claim', 'citizen', 'show', 'parent', 'citizen', 'lived', 'time', 'birth', 'record', 'prove', 'birth', 'maybe', 'provide', 'aspect', 'company', 'business', 'needs', 'better', 'marketing', 'salih', 'said', 'let', 'prospective', 'customers', 'know', 'governmental', 'agencies', 'wo', 'accept', 'results', 'test', 'nonaccredited', 'lab', 'cost', 'dna', 'reference', 'tests', 'range', 'home', 'paternity', 'kit', 'much']",1
"• 
Gene therapy - to test parents or foetuses for genetic conditions or birth defects",forensic,forensic,"['gene', 'therapy', 'test', 'parents', 'foetuses', 'genetic', 'conditions', 'birth', 'defects']",2
"The test is run on a sample of the woman's blood and cheek swabs from possible fathers. Our 
investigation suggests that the  
results are unreliable - with potentially devastating consequences. ""Paternity testing can have 
profound effects on people's lives and, when there is an unborn child involved, may lead to a 
termination,"" says Denise Syndercombe Court of Barts and The London School of Medicine 
and Dentistry, who ran the follow-up test for Kathryn. 
Selling genetic tests direct to the public is a burgeoning industry, with people turning to their 
DNA to explore their health and probe their ancestry  
as well as to resolve contested paternity. 
Our findings highlight the potential dangers of allowing companies to operate without 
regulation and quality control. Paternity testing labs are free to operate without accreditation 
unless they offer results for use in court. ""This has been  
able to fly under the radar,"" observes Gail Javitt, a lawyer with the Washington DC firm 
Sidley Austin, who has studied the regulation of genetic testing. 
Kathryn and other pregnant women who ordered the blood test were keen to avoid a 
procedure called an amniocentesis. This is normally used to detect fetal abnormalities such as 
Down's syndrome, and involves inserting a needle into a pregnant woman's belly to take a 
sample of amniotic fluid containing cells from her fetus. The procedure carries a small risk of 
miscarriage, so genetic testing labs have been working on methods  
of isolating fetal DNA from a pregnant woman's blood. 
Geneticists have had some success in developing tests on maternal blood to detect fetal genes 
that are not also carried by the mother. For instance, it's possible to determine fetal sex by 
detecting sequences from the male Y chromosome. But these methods have not easily 
translated to paternity testing. 
Despite this, several websites offer prenatal paternity tests based on a woman's blood. Quoted 
prices start at about $960 and while the technical descriptions differ a little from site to site, 
for those New Scientist found, the  
tests are run by a lab in Toronto, Canada, operated by a company called the Health Genetic 
Center. The lab's director is Yuri Melekhovets, who trained as a geneticist in Moscow, Russia. 
The lab began to develop a blood test for paternity in 2000. By 2002, some customers who 
sought a second opinion from labs running standard paternity tests had received contradictory 
results, suggesting that the blood test was prone to error. And the following year, an Arizona 
court ordered that one of Melekhovets's companies, and a firm 
called Genetest, which had sold his prenatal blood test, should pay substantial damages to one 
couple who were given an incorrect result (see ""Four lives changed forever""). The action 
brought against these firms was not defended and a representative of the Toronto lab said that 
Melekhovets had never been made aware of the ruling.",forensic,forensic,"['test', 'run', 'sample', 'woman', 'blood', 'cheek', 'swabs', 'possible', 'fathers', 'investigation', 'suggests', 'results', 'unreliable', 'potentially', 'devastating', 'consequences', 'paternity', 'testing', 'profound', 'effects', 'people', 'lives', 'unborn', 'child', 'involved', 'may', 'lead', 'termination', 'says', 'denise', 'syndercombe', 'court', 'barts', 'london', 'school', 'medicine', 'dentistry', 'ran', 'test', 'kathryn', 'selling', 'genetic', 'tests', 'direct', 'public', 'burgeoning', 'industry', 'people', 'turning', 'dna', 'explore', 'health', 'probe', 'ancestry', 'well', 'resolve', 'contested', 'paternity', 'findings', 'highlight', 'potential', 'dangers', 'allowing', 'companies', 'operate', 'without', 'regulation', 'quality', 'control', 'paternity', 'testing', 'labs', 'free', 'operate', 'without', 'accreditation', 'unless', 'offer', 'results', 'use', 'court', 'able', 'fly', 'radar', 'observes', 'gail', 'javitt', 'lawyer', 'washington', 'dc', 'firm', 'sidley', 'austin', 'studied', 'regulation', 'genetic', 'testing', 'kathryn', 'pregnant', 'women', 'ordered', 'blood', 'test', 'keen', 'avoid', 'procedure', 'called', 'amniocentesis', 'normally', 'used', 'detect', 'fetal', 'abnormalities', 'syndrome', 'involves', 'inserting', 'needle', 'pregnant', 'woman', 'belly', 'take', 'sample', 'amniotic', 'fluid', 'containing', 'cells', 'fetus', 'procedure', 'carries', 'small', 'risk', 'miscarriage', 'genetic', 'testing', 'labs', 'working', 'methods', 'isolating', 'fetal', 'dna', 'pregnant', 'woman', 'blood', 'geneticists', 'success', 'developing', 'tests', 'maternal', 'blood', 'detect', 'fetal', 'genes', 'also', 'carried', 'mother', 'instance', 'possible', 'determine', 'fetal', 'sex', 'detecting', 'sequences', 'male', 'chromosome', 'methods', 'easily', 'translated', 'paternity', 'testing', 'despite', 'several', 'websites', 'offer', 'prenatal', 'paternity', 'tests', 'based', 'woman', 'blood', 'quoted', 'prices', 'start', 'technical', 'descriptions', 'differ', 'little', 'site', 'site', 'new', 'scientist', 'found', 'tests', 'run', 'lab', 'toronto', 'canada', 'operated', 'company', 'called', 'health', 'genetic', 'center', 'lab', 'director', 'yuri', 'melekhovets', 'trained', 'geneticist', 'moscow', 'russia', 'lab', 'began', 'develop', 'blood', 'test', 'paternity', 'customers', 'sought', 'second', 'opinion', 'labs', 'running', 'standard', 'paternity', 'tests', 'received', 'contradictory', 'results', 'suggesting', 'blood', 'test', 'prone', 'error', 'following', 'year', 'arizona', 'court', 'ordered', 'one', 'melekhovets', 'companies', 'firm', 'called', 'genetest', 'sold', 'prenatal', 'blood', 'test', 'pay', 'substantial', 'damages', 'one', 'couple', 'given', 'incorrect', 'result', 'see', 'four', 'lives', 'changed', 'forever', 'action', 'brought', 'firms', 'defended', 'representative', 'toronto', 'lab', 'said', 'melekhovets', 'never', 'made', 'aware', 'ruling']",1
"• 
Put a gauze pad or cotton ball over the needle site as the needle is removed.",forensic,forensic,"['put', 'gauze', 'pad', 'cotton', 'ball', 'needle', 'site', 'needle', 'removed']",0
"• 
Parental testing - to establish if someone is the biological parent of a child",forensic,forensic,"['parental', 'testing', 'establish', 'someone', 'biological', 'parent', 'child']",1
". 
A person who has DNA fingerprinting done voluntarily usually provides a sample of blood 
taken from a vein. DNA testing also can be done on cells obtained by a simple mouthwash or 
a swab of the cheeks inside the mouth, but these methods are not recommended.",forensic,forensic,"['person', 'dna', 'fingerprinting', 'done', 'voluntarily', 'usually', 'provides', 'sample', 'blood', 'taken', 'vein', 'dna', 'testing', 'also', 'done', 'cells', 'obtained', 'simple', 'mouthwash', 'swab', 'cheeks', 'inside', 'mouth', 'methods', 'recommended']",1
"• 
Find out who a person's parents or siblings are. This test also may be used to identify 
the parents of babies who were switched at birth.",forensic,forensic,"['find', 'person', 'parents', 'siblings', 'test', 'also', 'may', 'used', 'identify', 'parents', 'babies', 'switched', 'birth']",1
"• 
Forensic testing - to help identify suspects or victims in a criminal investigation",forensic,forensic,"['forensic', 'testing', 'help', 'identify', 'suspects', 'victims', 'criminal', 'investigation']",0
"is a technique that allows researchers to read and decipher the genetic information found in 
the DNA of anything from bacteria to plants to animals. The vast amounts of data collected in 
this process are then analysed by means of intelligent proprietary information technology, 
called bioinformatics.  
The scientists investigated the genetic material taken from sperm samples of two twins and 
from the blood sample of the child of one twin. Bioinformatics analysis revealed five 
mutations, so called Single Nucleotide Polymorphisms (SNPs) present in the twin father and 
the child, but not in the twin uncle. These findings proved the hypothesis that rare mutations 
will occur early after or before the ovum has split into two, and that such mutations will be 
carried on into body and sperm cells.  
The Eurofins ""Twin Test"" is available in all laboratories of the Eurofins Genomics Business 
Line. The test will be performed at the Eurofins DNA Campus in Ebersberg, at the 
laboratories of Eurofins MWG Operon and Eurofins Medigenomix Forensik GmbH.",forensic,forensic,"['technique', 'allows', 'researchers', 'read', 'decipher', 'genetic', 'information', 'found', 'dna', 'anything', 'bacteria', 'plants', 'animals', 'vast', 'amounts', 'data', 'collected', 'process', 'analysed', 'means', 'intelligent', 'proprietary', 'information', 'technology', 'called', 'bioinformatics', 'scientists', 'investigated', 'genetic', 'material', 'taken', 'sperm', 'samples', 'two', 'twins', 'blood', 'sample', 'child', 'one', 'twin', 'bioinformatics', 'analysis', 'revealed', 'five', 'mutations', 'called', 'single', 'nucleotide', 'polymorphisms', 'snps', 'present', 'twin', 'father', 'child', 'twin', 'uncle', 'findings', 'proved', 'hypothesis', 'rare', 'mutations', 'occur', 'early', 'ovum', 'split', 'two', 'mutations', 'carried', 'body', 'sperm', 'cells', 'eurofins', 'twin', 'test', 'available', 'laboratories', 'eurofins', 'genomics', 'business', 'line', 'test', 'performed', 'eurofins', 'dna', 'campus', 'ebersberg', 'laboratories', 'eurofins', 'mwg', 'operon', 'eurofins', 'medigenomix', 'forensik', 'gmbh']",1
"(including the 13 core CODIS loci used by the FBI) and Y-STR profiling. Our protocols are 
routinely checked against the strict standards of the forensic community, including those 
issued by the Director of FBI. Our rich experience in paternity and family relationship testing 
expands our analytical capabilities in complicated forensic investigations. Our accreditations 
attest to the high quality of the laboratory services we provide. 
Complimentary training and resources 
In its commitment to assisting our clients and other legal professionals, DDC offers 
complimentary continuing education seminars on Forensic DNA and Legal Applications. 
DDC also has developed an extensive mock crime scene on-site at our Fairfield, Ohio, facility 
to help investigators, lawyers, and law enforcement agencies ensure the integrity of their 
DNA evidence collection procedures. We strive to provide our clients with the tools and 
resources to assist their understanding of quality DNA collection and testing procedures.",forensic,forensic,"['including', 'core', 'codis', 'loci', 'used', 'fbi', 'profiling', 'protocols', 'routinely', 'checked', 'strict', 'standards', 'forensic', 'community', 'including', 'issued', 'director', 'fbi', 'rich', 'experience', 'paternity', 'family', 'relationship', 'testing', 'expands', 'analytical', 'capabilities', 'complicated', 'forensic', 'investigations', 'accreditations', 'attest', 'high', 'quality', 'laboratory', 'services', 'provide', 'complimentary', 'training', 'resources', 'commitment', 'assisting', 'clients', 'legal', 'professionals', 'ddc', 'offers', 'complimentary', 'continuing', 'education', 'seminars', 'forensic', 'dna', 'legal', 'applications', 'ddc', 'also', 'developed', 'extensive', 'mock', 'crime', 'scene', 'fairfield', 'ohio', 'facility', 'help', 'investigators', 'lawyers', 'law', 'enforcement', 'agencies', 'ensure', 'integrity', 'dna', 'evidence', 'collection', 'procedures', 'strive', 'provide', 'clients', 'tools', 'resources', 'assist', 'understanding', 'quality', 'dna', 'collection', 'testing', 'procedures']",3
"13- Forensic Testing 
The most popular and reliable method to collect samples for DNA testing is the buccal swab 
collection method. Buccal swab collection is quick and painless and is recommended as the 
best method for sample collection for all Genex clients.  
However, in cases where a buccal swab sample cannot be obtained (e.g. individual is missing, 
deceased, or unable to participate) a forensic sample can be submitted to Genex for testing. 
The cost for testing a forensic sample is $180 US for each forensic sample. However, because 
the quality of the DNA in a forensic sample cannot be guaranteed, there is a chance that if the 
DNA in the sample that you submit is degraded or insufficient, we may not be able to obtain 
useful information, but the charge will still apply. 
Examples of samples which are commonly submitted to our laboratory for testing include: 
Dried blood stains (e.g. dried blood on bandages, on tissue, cotton, or paper)  
Dried underwear stains (e.g. stains on underwear, pads, tampons, diapers) 
Dried semen stains (e.g. stains on tissue, underwear) 
Dried saliva stains (e.g. cigarette butts, stamps, stains on clothing or napkins) Hair (hair works 
very well if it is plucked directly from the head. Hair which has fallen off natural on hair 
brushes or pillows may work but is not as good as freshly plucked hair. Cut hair will not 
work. Hair must have root) 
Razors shavings from electric razor (fingernail clippings will not work)  
Bone, teeth, tissue (from deceased individual) 
Types of Tests 
Relationship Test 
In the event that one or more individuals cannot participate in a relationship test (e.g. paternity 
test), a forensic sample can be used in place of a buccal swab sample. The total cost for a 
relationship test will be the cost of the identity test plus $180 US for each forensic sample (for 
example, to conduct a paternity test with a standard swab sample from the child, but a 
forensic sample from the alleged father, the cost would be $180 US for the paternity test plus 
an extra $180 US for one forensic sample). 
Sex Tests 
A DNA forensic test can be used to determine the sex and number of individuals in a stain. 
This type of testing is often used to check for infidelity. For example, this test can determine 
whether male DNA is present on a stain. This test can also determine whether a stain contains 
the DNA of only one person, or more than one person. 
Identity Tests",forensic,forensic,"['forensic', 'testing', 'popular', 'reliable', 'method', 'collect', 'samples', 'dna', 'testing', 'buccal', 'swab', 'collection', 'method', 'buccal', 'swab', 'collection', 'quick', 'painless', 'recommended', 'best', 'method', 'sample', 'collection', 'genex', 'clients', 'however', 'cases', 'buccal', 'swab', 'sample', 'obtained', 'individual', 'missing', 'deceased', 'unable', 'participate', 'forensic', 'sample', 'submitted', 'genex', 'testing', 'cost', 'testing', 'forensic', 'sample', 'us', 'forensic', 'sample', 'however', 'quality', 'dna', 'forensic', 'sample', 'guaranteed', 'chance', 'dna', 'sample', 'submit', 'degraded', 'insufficient', 'may', 'able', 'obtain', 'useful', 'information', 'charge', 'still', 'apply', 'examples', 'samples', 'commonly', 'submitted', 'laboratory', 'testing', 'include', 'dried', 'blood', 'stains', 'dried', 'blood', 'bandages', 'tissue', 'cotton', 'paper', 'dried', 'underwear', 'stains', 'stains', 'underwear', 'pads', 'tampons', 'diapers', 'dried', 'semen', 'stains', 'stains', 'tissue', 'underwear', 'dried', 'saliva', 'stains', 'cigarette', 'butts', 'stamps', 'stains', 'clothing', 'napkins', 'hair', 'hair', 'works', 'well', 'plucked', 'directly', 'head', 'hair', 'fallen', 'natural', 'hair', 'brushes', 'pillows', 'may', 'work', 'good', 'freshly', 'plucked', 'hair', 'cut', 'hair', 'work', 'hair', 'must', 'root', 'razors', 'shavings', 'electric', 'razor', 'fingernail', 'clippings', 'work', 'bone', 'teeth', 'tissue', 'deceased', 'individual', 'types', 'tests', 'relationship', 'test', 'event', 'one', 'individuals', 'participate', 'relationship', 'test', 'paternity', 'test', 'forensic', 'sample', 'used', 'place', 'buccal', 'swab', 'sample', 'total', 'cost', 'relationship', 'test', 'cost', 'identity', 'test', 'plus', 'us', 'forensic', 'sample', 'example', 'conduct', 'paternity', 'test', 'standard', 'swab', 'sample', 'child', 'forensic', 'sample', 'alleged', 'father', 'cost', 'would', 'us', 'paternity', 'test', 'plus', 'extra', 'us', 'one', 'forensic', 'sample', 'sex', 'tests', 'dna', 'forensic', 'test', 'used', 'determine', 'sex', 'number', 'individuals', 'stain', 'type', 'testing', 'often', 'used', 'check', 'infidelity', 'example', 'test', 'determine', 'whether', 'male', 'dna', 'present', 'stain', 'test', 'also', 'determine', 'whether', 'stain', 'contains', 'dna', 'one', 'person', 'one', 'person', 'identity', 'tests']",1
"• 
Genetic genealogy - to find out more about someone's ancestry 
What is DNA? 
At the heart of DNA testing is the molecule DNA. It carries our genetic code and determines 
traits from eye colour to aspects of our personalities.  
Every cell in our bodies - from heart to skin, blood to bone - contains a complete set of our 
DNA.  
What is the DNA test looking for? 
99.9% of the DNA from two people will be identical. The 0.1% of DNA code sequences that 
vary from person to person are what make us unique.  
These sequences are called genetic markers, and are the part of the code that forensic 
scientists use when doing a DNA test. 
Identical twins are the only people who have identical genetic markers.  
However, the more closely related two people are, the more likely it is that some of their 
genetic markers will be similar. 
The key to DNA testing is knowing where to look in the billions of letters of genetic code to 
find the genetic markers that will identify the important similarities or differences between 
people. 
How does the DNA test work? 
Parental, forensic and genetic testing look for similarities in the genetic markers between two 
biological samples.  
Because all cells in the body contain exactly the same DNA, samples can be taken from 
almost anywhere in the body, including skin, hair follicles, blood and other bodily fluids. 
A forensic scientist might be asked to compare DNA from skin cells found underneath the 
fingernails of an attack victim, with the DNA from a blood sample taken from  
a potential suspect. 
First of all, the DNA is isolated from the cells and millions of copies are made, using a 
method called 'polymerase chain reaction', or PCR.  
PCR uses a naturally occurring enzyme to copy a specific stretch of DNA over and over again 
Having lots of DNA makes the genetic code easier to analyse.",forensic,forensic,"['genetic', 'genealogy', 'find', 'someone', 'ancestry', 'dna', 'heart', 'dna', 'testing', 'molecule', 'dna', 'carries', 'genetic', 'code', 'determines', 'traits', 'eye', 'colour', 'aspects', 'personalities', 'every', 'cell', 'bodies', 'heart', 'skin', 'blood', 'bone', 'contains', 'complete', 'set', 'dna', 'dna', 'test', 'looking', 'dna', 'two', 'people', 'identical', 'dna', 'code', 'sequences', 'vary', 'person', 'person', 'make', 'us', 'unique', 'sequences', 'called', 'genetic', 'markers', 'part', 'code', 'forensic', 'scientists', 'use', 'dna', 'test', 'identical', 'twins', 'people', 'identical', 'genetic', 'markers', 'however', 'closely', 'related', 'two', 'people', 'likely', 'genetic', 'markers', 'similar', 'key', 'dna', 'testing', 'knowing', 'look', 'billions', 'letters', 'genetic', 'code', 'find', 'genetic', 'markers', 'identify', 'important', 'similarities', 'differences', 'people', 'dna', 'test', 'work', 'parental', 'forensic', 'genetic', 'testing', 'look', 'similarities', 'genetic', 'markers', 'two', 'biological', 'samples', 'cells', 'body', 'contain', 'exactly', 'dna', 'samples', 'taken', 'almost', 'anywhere', 'body', 'including', 'skin', 'hair', 'follicles', 'blood', 'bodily', 'fluids', 'forensic', 'scientist', 'might', 'asked', 'compare', 'dna', 'skin', 'cells', 'found', 'underneath', 'fingernails', 'attack', 'victim', 'dna', 'blood', 'sample', 'taken', 'potential', 'suspect', 'first', 'dna', 'isolated', 'cells', 'millions', 'copies', 'made', 'using', 'method', 'called', 'chain', 'reaction', 'pcr', 'pcr', 'uses', 'naturally', 'occurring', 'enzyme', 'copy', 'specific', 'stretch', 'dna', 'lots', 'dna', 'makes', 'genetic', 'code', 'easier', 'analyse']",1
"(Life Science) in the Ministry of Home Affairs, and former Director of State Forensic Science 
Laboratory. 
15-DNA Paternity Test 
http://www.internationalpaternity.com/services/dna-paternity-test",forensic,forensic,"['life', 'science', 'ministry', 'home', 'affairs', 'former', 'director', 'state', 'forensic', 'science', 'laboratory', 'paternity', 'test', 'http']",0
